,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
121,Y,Deficit Bush,Ipsos-Public Affairs,Reuters,0,10/07-11/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during George W. Bush's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1038&qstn_list=&qstnid=1774273&qa_list=&qstn_id4=1774273&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,70,0,24,0,5,0,0,0,0,,3,N,N,Y,"1,038",telephone,,,,AFYK,N,Don't know/Refused/Not sure (5%)
123,Y,Deficit Bush,Ipsos-Public Affairs,Reuters,0,07/22-25/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during George W. Bush's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1075&qstn_list=&qstnid=1774374&qa_list=&qstn_id4=1774374&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,75,0,22,0,4,0,0,0,0,,3,N,N,Y,"1,075",telephone,,,,AFYK,N,Don't know/Refused/Not sure (4%)
122,Y,Deficit Clinton,Ipsos-Public Affairs,Reuters,0,10/07-11/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during Bill Clinton's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1038&qstn_list=&qstnid=1774268&qa_list=&qstn_id4=1774268&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,38,0,48,0,13,0,0,0,0,,3,N,N,Y,"1,038",telephone,,,,AFYK,N,Don't know/Refused/Not sure (13%)
124,Y,Deficit Clinton,Ipsos-Public Affairs,Reuters,0,07/22-25/10,"As far as you know or recall, did the size of the yearly US (United States) budget deficit, otherwise known as government debt, increase, decrease or stay the same during Bill Clinton's time as President?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you AND  know or recall AND  did AND  the AND  size AND  of AND  the AND  yearly AND  us AND  (united AND  states) AND  budget deficit AND  otherwise AND  known AND  as AND  government debt increase AND  decrease or stay AND  the AND  same AND  during AND  george AND  w&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Reuters&studydate=01-JAN-34&sample=1075&qstn_list=&qstnid=1774373&qa_list=&qstn_id4=1774373&study_list=&lastSearchId=317673080823&archno=&keywordDisplay=,45,0,46,0,9,0,0,0,0,,3,N,N,Y,"1,075",telephone,,,,AFYK,N,Don't know/Refused/Not sure (9%)
197,Y,GW Happening,Ipsos-Public Affairs,AP/Stanford University,0,09/21-23/07,You may have heard about the idea that the world¨s temperature may have been going up slowly over the past 100 years. What is your personal opinion on this?,http://surveys.ap.org/data/Ipsos/national/2007-09-24%20AP-Stanford%20Environment%20Topline.pdf,84,0,14,0,2,0,0,0,0,,2,N,N,Y,"1,001",online,,,,WYPO,Y,DK/NS (2%)
25,Y,Obama Religion,Knowledge Networks,AP,0,12/23/10-01/10/11,"Do you happen to know the religion of each of the following people? If you don't know, you can mark that too・Protestant, Catholic, Mormon, Jewish, Muslim, some other religion, no religion・Barack Obama",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press&studydate=01-JAN-34&sample=1037&qstn_list=&qstnid=1825033&qa_list=&qstn_id4=1825033&study_list=&lastSearchId=317673058567&archno=&keywordDisplay=,26,0,31,0,41,0,1,0,0,,6,Y,N,Y,"1,037",online,,,L,DYHTK,N,Refused/Not answered (1%) 
30,Y,Obama Religion,Knowledge Networks,AP/Yahoo,0,08/27/08-09/05/08,"Do you happen to know the religion of each of the following (2008 presidential election) candidates? If you don't know, you can mark that too・Protestant, Catholic, Mormon, Jewish, Muslim, some other religion, no religion・Barack Obama","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press, Yahoo&studydate=01-JAN-34&sample=2227&qstn_list=&qstnid=1758551&qa_list=&qstn_id4=1758551&study_list=&lastSearchId=317673058582&archno=&keywordDisplay=",36,0,24,0,38,0,1,0,0,,8,Y,N,Y,"2,227",online,,,L,DYHTK,N,
37,Y,Obama Religion,Knowledge Networks,AP/Yahoo,0,04/02-14/08,"(Do you happen to know the religion of each of the following (2008 presidential election) candidates? If you don't know, you can mark that too・Protestant, Catholic, Mormon, Jewish, Muslim, some other religion, no religion)・Barack Obama","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press, Yahoo&studydate=01-JAN-34&sample=1844&qstn_list=&qstnid=1708497&qa_list=&qstn_id4=1708497&study_list=&lastSearchId=317673058825&archno=&keywordDisplay=",27,0,27,0,44,0,2,0,0,,8,Y,N,Y,"1,844",online,,,L,DYHTK,N,Refused/Not answered (2%) 
103,Y,GW Happening,Knowledge Networks,Yale Project on Climate Change Communication/George Mason University Center for Climate Change Communication,0,05/14/10-06/01/10,"Recently, you may have noticed that global warming has been getting some attention in the news. Global warming refers to the idea that the world's average temperature has been increasing over the past 150 years, may be increasing more in the future, and that the world's climate may change as a result. What do you think? Do you think that global warming is happening?",https://www.eenews.net/assets/2010/09/29/document_cw_01.pdf,61,0,18,0,21,0,0,0,0,,3,Y,N,Y,"1,024",online,,,L,DYT,Y,
104,Y,GW Happening Cause,Knowledge Networks,Yale Project on Climate Change Communication/George Mason University Center for Climate Change Communication,0,05/14/10-06/01/10,"Assuming global warming is happening, do you think it is・ caused mostly by human activities, caused mostly by natural changes in the environment, none of the above because by both human activities and natural changes, caused mosty by natural changes in the environment, none of the above because global warming isn't happening, caused by both human activities and natural changes (volunteered), other, don't know (volunteered)?",https://www.eenews.net/assets/2010/09/29/document_cw_01.pdf,50,0,48,0,1,0,0,0,0,,4,N,N,Y,"1,024",online,,,L,DYT,N,Don't know (volunteered)
9,Y,Obama Citizenship,Knowledge Networks,Program on International Policy Attitudes,0,11/06-15/10,"As you may know, some people have suggested that President (Barack) Obama was not born in the United States. Do you think Obama was not born in the US, Obama was born in the US, or it is not clear whether Obama was born in the US or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  barack AND  obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=November 6-15, 2010&sample=848&qstn_list=&qstnid=1777356&qa_list=&qstn_id4=1777356&study_list=&lastSearchId=317673058366&archno=USUMARY2010-11&keywordDisplay=",55,0,44,0,0,0,1,0,0,,3,N,N,Y,848,online,,,L,DYT,Y,"Obama was not born in the US (15%), Obama was born in the US (55%), It is not clear whether Obama was born in the US or not (29%), Don't know/Refused (1%)"
19,Y,Obama Religion,Latino Decisions,impreMedia,0,11/27/11-12/04-11,"Do you happen to know what・Barack Obama's religion is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or is he not religious?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=impreMedia&studydate=01-JAN-34&sample=500&qstn_list=&qstnid=1799325&qa_list=&qstn_id4=1799325&study_list=&lastSearchId=317673058537&archno=&keywordDisplay=,11,0,39,0,48,0,2,0,0,,7,N,N,Y,500,telephone,,,L,DYHTK,N,
133,Y,Voter Fraud 2016,Morning Consult,Politico,0,01/26-28/17,"As you may know, President Trump has said he believes between 3 million to 5 million votes may have been cast illegally. Do you believe 3 million to 5 million votes were cast illegally, or not?",http://www.politico.com/f/?id=00000159-f6e7-da98-a77d-f6f7cba90001,44,0,25,0,31,0,0,0,0,,2,N,N,Y,"1,991",online,,,,DYB,Y,Don't Know/No Opinion (31%)
224,Y,Voter Fraud 2016,Morning Consult/Politico,Morning Consult/Politico,0,07/20-24/17,"Based on what you know, who received the most votes from the general population in the 2016 presidential election?",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,59,0,31,0,11,0,0,0,0,,0,N,N,Y,"3,981",online,,,,BWYK,N,Don't know/No opinion (11%)
200,Y,Obama Religion,Opinion Dynamics,Fox News,0,07/22-23/08,"Some people believe Barack Obama, despite his professed Christianity, is secretly a Muslim. Others say that is just a rumor and Obama really is a Christian as he says, and point out he's attended a Christian church for years. What do you believe--is Obama a Muslim or a Christian?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=900&qstn_list=&qstnid=1711867&qa_list=&qstn_id4=1711867&study_list=&lastSearchId=317673196172&archno=&keywordDisplay=,57,0,15,0,27,0,0,0,0,,2,N,N,Y,900,telephone,,,,WDYB,Y,
182,Y,TARP,Opinion Research Corporation,Pew Research Center for the People and the Press,0,04/23-26/10,"Based on what you've read and heard, how much of the money the federal government provided to US (United States) automakers has been paid back...all of the money, most of it, only some of it, or none of it?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1008&qstn_list=&qstnid=1761916&qa_list=&qstn_id4=1761916&study_list=&lastSearchId=317673103203&archno=&keywordDisplay=,18,0,72,0,11,0,0,0,0,,4,N,N,Y,"1,008",telephone,,,,BWYH,N,Don't know/Refused (11%)
183,Y,TARP,Opinion Research Corporation,Pew Research Center for the People and the Press,0,04/23-26/10,"Based on what you've read and heard, how much of the money the federal government provided to troubled banks and financial institutions has been paid back...all of the money, most of it, only some of it, or none of it?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1008&qstn_list=&qstnid=1761915&qa_list=&qstn_id4=1761915&study_list=&lastSearchId=317673103536&archno=&keywordDisplay=,17,0,72,0,11,0,0,0,0,,4,N,N,Y,"1,008",telephone,,,,BWYH,N,Don't know/Refused (11%)
86,Y,ACA Death Panel,Opinion Research Corporation,Pew Research Center for the People and the Press,0,08/14-17/09,"From what you know, do you think it is true or not true that the health care (reform) legislation will create these so called 'death panels' (or government organizations that will and will not receive health services when they are critically ill)?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=death AND  panels&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1003&qstn_list=&qstnid=1745932&qa_list=&qstn_id4=1745932&study_list=&lastSearchId=317673066483&archno=&keywordDisplay=,50,0,30,0,20,0,0,0,0,,2,N,N,Y,"1,003",telephone,0,1,N,DYT,N,Don't know/Refused (20%)
2,Y,Obama Citizenship,Opinion Research Corporation,CNN,0,04/29/11-05/01/11,"Do you think Barack Obama was definitely born in the United States, probably born in the United States, probably born in another country, or definitely born in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  barack AND  obama AND  was AND  definitely AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  another country or definitely AND  born AND  in AND  another AND  country&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=April 29-May 1, 2011&sample=1034&qstn_list=&qstnid=1785416&qa_list=&qstn_id4=1785416&study_list=&lastSearchId=317673058310&archno=USORCCNN2011-007&keywordDisplay=",58,22,7,10,0,0,0,2,0,7,4,N,N,Y,"1,034",telephone,,,L,DYT,N,"definitely born in US (58%), probably born in US (22%), probably born in another country (10%), definitely born in another country (7%), no opinion (2%)"
7,Y,Obama Citizenship,Opinion Research Corporation,CNN,0,03/11-13/11,"Do you think Barack Obama was definitely born in the United States, probably born in the United States, probably born in another country, or definitely born in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  barack AND  obama AND  was AND  definitely AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  another country or definitely AND  born AND  in AND  another AND  country&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=March 11-13, 2011&sample=1023&qstn_list=&qstnid=1789986&qa_list=&qstn_id4=1789986&study_list=&lastSearchId=317673058329&archno=USORCCNN2011-004&keywordDisplay=",46,26,10,15,0,0,3,0,0,10,4,N,N,Y,"1,023",telephone,,,,DYT,N,"definitely born in the US (46%), probably born in the US (26%), probably born in another country (15%), definitely born in another country (10%), don't know/undecided/refused (3%)"
10,Y,Obama Citizenship,Opinion Research Corporation,CNN,0,07/16-21/10,"Do you think Barack Obama was definitely born in the United States, probably born in the United States, probably born in another country, or definitely born in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  barack AND  obama AND  was AND  definitely AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  the AND  united states AND  probably AND  born AND  in AND  another country or definitely AND  born AND  in AND  another AND  country&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=July 16-21, 2010&sample=1018&qstn_list=&qstnid=1767778&qa_list=&qstn_id4=1767778&study_list=&lastSearchId=317673058331&archno=USORCCNN2010-010&keywordDisplay=",42,29,11,16,0,0,0,2,0,11,4,N,N,Y,"1,018",telephone,,,L,DYT,N,"definitely born in the US (42%), probably born in the US (29%), probably born in another country (16%), definitely born in another country (11%), no opinion (2%)"
117,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,10/16-19/09,"Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,300, around 4,300, around 6,300, or around 8,300 troop deaths?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1004&qstn_list=&qstnid=1749365&qa_list=&qstn_id4=1749365&study_list=&lastSearchId=317673080724&archno=&keywordDisplay=,42,0,52,0,6,0,0,0,0,,4,N,N,Y,"1,004",telephone,1,2,N,TBYK,N,Don't know/Refused (6%)
119,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,03/26-29/09,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,300, around 3,300, around 4,300 or around 5,300 troop deaths?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=March 26-29, 2009&sample=1003&qstn_list=&qstnid=1730753&qa_list=&qstn_id4=1730753&study_list=&lastSearchId=317673080800&archno=USPEW2009-03UPDATE&keywordDisplay=",38,0,60,0,2,0,0,0,0,,4,N,N,Y,"1,003",telephone,1,2,N,TBYK,N,Don't know/Refused (2%)
120,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,08/16-19/07,"Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 1,500, around 2,500, around 3,500, or around 4,500 troop deaths?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=August 16-19, 2007&sample=1005&qstn_list=&qstnid=1703715&qa_list=&qstn_id4=1703715&study_list=&lastSearchId=317673080810&archno=USPEW2007-08POL&keywordDisplay=",54,0,44,0,2,0,0,0,0,,4,N,N,Y,"1,005",telephone,1,2,N,TBYK,N,Don't know/Refused (2%)
152,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,04/04-07/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.) Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000 troop deaths?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1005&qstn_list=&qstnid=1703165&qa_list=&qstn_id4=1703165&study_list=&lastSearchId=317673098017&archno=&keywordDisplay=,60,0,37,0,3,0,0,0,0,,4,N,N,Y,"1,005",telephone,,,,TBYK,N,Don't know/Refused (3%)
153,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,02/28/08-03/02/08,"(Now I would like to ask you about some things that have been in the news recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) military personnel have been killed? To the best of your knowledge, have there been...around 2,000, around 3,000, around 4,000, or around 5,000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 28-March 2, 2008&sample=1003&qstn_list=&qstnid=1701671&qa_list=&qstn_id4=1701671&study_list=&lastSearchId=317673098065&archno=USPEW2008-02UPDATE&keywordDisplay=",28,0,69,0,3,0,0,0,0,,4,N,N,Y,"1,003",telephone,,,,TBYK,N,Don't know/Refused (3%)
154,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,0,06/22-25/07,"(Now I would like to ask you about some things that have been happening in Iraq recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) soldiers have been killed overall? To the best of your knowledge, have there been around 1,500, around 2,500, around 3,500, or around 4,500 military deaths in Iraq?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1017&qstn_list=&qstnid=1684749&qa_list=&qstn_id4=1684749&study_list=&lastSearchId=317673098405&archno=&keywordDisplay=,49,0,44,0,7,0,0,0,0,,4,N,N,Y,"1,017",telephone,,,,TBYK,N,Don't know/Refused (7%)
205,Y,Obama Citizenship,ORC International,CNN,0,09/04-08/15,"(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=September 4-8, 2015&sample=1012&qstn_list=&qstnid=1869602&qa_list=&qstn_id4=1869602&study_list=&lastSearchId=317673196317&archno=USORCCNN2015-009&keywordDisplay=",76,0,24,0,0,0,0,1,0,,0,N,N,Y,"1,012",telephone,,,,AFYK,N,"Honolulu/Hawaii (59%), America/United States (other specific place) (4%), America/United States (general), Solid evidence Obama born in another country (9%), Suspicion only Obama born in another country (11%), No opinion (1%); landline(612)/cellular(400)"
14,Y,Obama Religion,ORC International,CNN,0,09/04-08/15,"Do you happen to know what religion Barack Obama is? Is he Protestant, Catholic, Jewish, Mormon, Muslim, something else, or not religious?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  religion&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=September 4-8, 2015&sample=1012&qstn_list=&qstnid=1869600&qa_list=&qstn_id4=1869600&study_list=&lastSearchId=317673058384&archno=USORCCNN2015-009&keywordDisplay=",39,0,48,0,0,0,0,14,0,,7,N,N,Y,"1,012",telephone,,,,DYHTK,N,
91,Y,Iraq 9/11,Peter D. Hart and Robert M. Teeter Research Companies,NBC News/WSJ,0,06/25-28/04,"(Based on what you have learned, please tell me whether you believe each of the following is true or is not true.)... Iraq was connected to the September eleventh (2001) terrorist attacks (on the World Trade Center and the Pentagon)","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=iraq AND  was AND  connected AND  to AND  the AND  september AND  eleventh AND  terrorist attacks&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=NBC News, Wall Street Journal&studydate=June 25-28, 2004&sample=1025&qstn_list=&qstnid=518641&qa_list=&qstn_id4=518641&study_list=&lastSearchId=317673068611&archno=USNBCWSJ2004-6044&keywordDisplay=",49,0,40,0,0,11,0,0,0,,2,N,Y,Y,"1,025",telephone,0,1,L,BWYH,N,
90,Y,Iraq WMD,Peter D. Hart and Robert M. Teeter Research Companies,NBC News/WSJ,0,06/25-28/04,"(Based on what you have learned, please tell me whether you believe each of the following is true or is not true.)・ Iraq had weapons of mass destruction.","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=iraq AND  had AND  weapons AND  of AND  mass AND  destruction&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=NBC News, Wall Street Journal&studydate=June 25-28, 2004&sample=1025&qstn_list=&qstnid=518640&qa_list=&qstn_id4=518640&study_list=&lastSearchId=317673068577&archno=USNBCWSJ2004-6044&keywordDisplay=",37,0,54,0,0,9,0,0,0,,2,N,Y,Y,"1,025",telephone,0,1,L,BWYH,N,
93,Y,Iraq Chemical Weapons,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"As far as you know, does Iraq now have・chemical or biological weapons?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  does AND  iraq AND  now AND  have AND  chemical or biological weapons&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677077&qa_list=&qstn_id4=1677077&study_list=&lastSearchId=317673068649&archno=USPSRA2003-22099&keywordDisplay=",9,0,62,0,29,0,0,0,0,,2,N,N,Y,"1,204",telephone,0,1,L,AFYK,N,Don't know/Refused (29%)
92,Y,Iraq WMD,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"As far as you know, does Iraq now have・nuclear weapons, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  does AND  iraq AND  now AND  have AND  nuclear weapons&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677076&qa_list=&qstn_id4=1677076&study_list=&lastSearchId=317673068632&archno=USPSRA2003-22099&keywordDisplay=",24,0,41,0,36,0,0,0,0,,2,N,N,Y,"1,204",telephone,0,1,L,AFYK,N,Don't know/Refused (36%)
